Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Guinness Draught - Pint,50,$599.07,$54.43,$238.22,3%,3%,60%
Mulled Wine,49,$742.39,$67.33,$99.85,3%,4%,87%
Classic Margarita,47,$817.36,$74.30,$191.47,3%,4%,77%
White Light Pure Vodka [House],41,$217.08,$19.73,$62.29,3%,1%,71%
Version Two Pinot Grigio - Regular,40.4,$315.02,$28.69,$71.37,3%,2%,77%
$60 Soiree,40,"$2,400.00",$218.18,$0.00,3%,13%,0%
Fresh is Best Lager - Schooner,29,$212.87,$19.38,$53.00,2%,1%,75%
Casa Gheller Prosecco - Glass,26,$256.00,$23.20,$87.00,2%,1%,66%
Fresh is Best Summer Lager - Schooner,26,$191.25,$17.41,$41.29,2%,1%,78%
Stone & Wood - Pint,24,$323.56,$29.50,$105.09,2%,2%,68%
Kirin - Pint,24,$427.33,$38.82,$120.81,2%,2%,72%
Online Surcharge,23,$28.61,$0.00,$0.00,2%,0%,0%
Ottelia Chardonnay - Regular,21,$162.09,$14.70,$72.64,1%,1%,55%
Regular Margherita,21,$166.00,$15.09,$25.83,1%,1%,84%
Grifter Pale - Pint,21,$257.09,$23.33,$69.92,1%,1%,73%
Version Two Sparkling - Regular,19.5,$127.23,$11.58,$34.45,1%,1%,73%
Online Discount,19,-$170.00,$0.00,$0.00,1%,-1%,0%
Stone & Wood - Schooner,19,$249.13,$22.62,$62.03,1%,1%,75%
Fresh is Best Lager - Pint,19,$161.23,$14.71,$46.57,1%,1%,71%
Garlic Bread,18,$68.06,$6.13,$25.56,1%,0%,62%
Hendrick's Gin,18,$257.51,$23.35,$48.37,1%,1%,81%
Philter XPA - Schooner,18,$92.49,$8.43,$40.26,1%,0%,56%
Lychee Martini,15,$264.15,$24.02,$54.35,1%,1%,79%
Lime,15,$0.00,$0.00,$0.00,1%,0%,0%
Buffalo Trace Bourbon [House],15,$132.00,$12.00,$34.38,1%,1%,74%
Rosemary Salted Fries,15,$196.89,$17.85,$27.83,1%,1%,86%
Petits Detours Rosé - Regular,14,$64.52,$5.84,$48.53,1%,0%,25%
Side Aioli,13,$6.60,$0.70,$0.00,1%,0%,0%
Arancini Balls [5pc],12,$268.61,$24.46,$0.00,1%,1%,0%
Tonic [mixer],12,$0.00,$0.00,$9.64,1%,0%,
Fireball,12,$24.00,$2.18,$23.02,1%,0%,4%
Jalapeño Marg,12,$214.51,$19.46,$9.72,1%,1%,95%
Villa Fresco Sangiovese - Regular,11.7,$81.02,$7.39,$28.22,1%,0%,65%
Negroni,11,$244.88,$22.27,$42.56,1%,1%,83%
Fresh is Best Summer Lager - Pint,11,$132.39,$12.03,$23.43,1%,1%,82%
Grifter Pale - Schooner,11,$95.00,$8.68,$27.31,1%,0%,71%
Large Meatlovers,10,$261.00,$23.76,$69.56,1%,1%,73%
Large Super House Special,10,$294.00,$26.76,$77.21,1%,2%,74%
Aperol Spritz,9,$145.31,$13.20,$31.97,1%,1%,78%
Geppetto Pinot Noir - Regular,8,$121.97,$11.05,$28.10,1%,1%,77%
Sweet Potato Fries,8,$106.13,$9.62,$20.22,1%,1%,81%
Large Pepperoni,7,$134.26,$12.22,$31.95,0%,1%,76%
Scorched As,7,$150.16,$13.65,$30.17,0%,1%,80%
Philter XPA - Pint,7,$66.00,$6.00,$21.00,0%,0%,68%
Large Bubba Gump,7,$157.00,$14.26,$38.73,0%,1%,75%
Side Tomato Sauce,7,$0.00,$0.00,$0.00,0%,0%,0%
Beetle Juice,7,$155.45,$14.13,$25.69,0%,1%,83%
Bombay Dry [House],6,$54.00,$4.92,$12.71,0%,0%,76%
A. Rodda Tempranillo - Regular,6,$36.00,$3.28,$33.43,0%,0%,7%
Crankshaft IPA - Schooner,6,$81.00,$7.37,$19.24,0%,0%,76%
"Regular No Chorizo, No Cry [Dine-in]",6,$161.15,$14.64,$15.02,0%,1%,91%
Kuku Sauvignon Blanc - Regular,6,$84.46,$7.67,$17.49,0%,0%,79%
Sensei Calamari,6,$118.28,$10.74,$13.83,0%,1%,88%
Crankshaft IPA - Pint,6,$105.00,$9.54,$25.81,0%,1%,75%
Trentham Estate Rosé - Regular,6,$57.46,$5.23,$12.66,0%,0%,78%
Large Hawaiian,6,$108.00,$9.83,$19.58,0%,1%,82%
Large Little Italy,6,$112.00,$10.17,$53.03,0%,1%,53%
Regular Meatlovers,5,$114.00,$10.35,$24.90,0%,1%,78%
Regular Hawaiian,5,$83.00,$7.54,$6.24,0%,0%,92%
Buffalo Wings,5,$89.78,$8.14,$19.51,0%,0%,78%
Add Chilli,5,$5.00,$0.45,$0.00,0%,0%,0%
On The Rocks,5,$0.00,$0.00,$0.00,0%,0%,0%
Lemonade Glass,5,$13.65,$1.24,$0.00,0%,0%,0%
Status Quo - Pint,5,$80.50,$7.30,$20.82,0%,0%,74%
Regular Little Italy [Dine-in],5,$133.40,$12.11,$24.02,0%,1%,82%
Bang Bang Cauli,5,$86.67,$7.89,$13.81,0%,0%,84%
Regular Uber Margherita [Dine-in],4,$94.26,$8.55,$12.77,0%,0%,86%
.Garlic Bread,4,$0.00,$0.00,$5.68,0%,0%,
Fresh Lime Soda,4,$7.00,$0.64,$0.00,0%,0%,0%
Lemon Meringue Martini,4,$80.78,$7.32,$14.03,0%,0%,83%
American Standard Burger,4,$111.15,$10.13,$23.38,0%,1%,79%
Davy's Old Fashioned,4,$89.57,$8.12,$19.47,0%,0%,78%
Banquet Deal Pizzas,4,$0.00,$0.00,$0.00,0%,0%,0%
Stow Schnitty,4,$109.38,$9.96,$21.30,0%,1%,81%
Baked Camembert,4,$101.23,$9.19,$0.00,0%,1%,0%
Send Kids Food ASAP,4,$0.00,$0.00,$0.00,0%,0%,0%
Flower Child,4,$60.53,$5.50,$11.45,0%,0%,81%
Regular Little Italy,4,$83.50,$7.58,$19.22,0%,0%,77%
Fish Tacos,4,$81.98,$7.47,$8.74,0%,0%,89%
Buffalo Wings D,4,$65.00,$5.90,$15.61,0%,0%,76%
"Large No Chorizo, No Cry",4,$54.00,$4.90,$22.39,0%,0%,59%
Brownie D,4,$0.00,$0.00,$7.79,0%,0%,
Extra Arancini Ball,4,$16.39,$1.47,$0.00,0%,0%,0%
Regular Margherita [Dine-in],4,$84.00,$7.46,$4.92,0%,0%,94%
Pepsi Glass,4,$18.00,$1.64,$0.00,0%,0%,0%
Regular New Yorker [Dine-in],4,$97.57,$8.86,$14.34,0%,1%,85%
Guinness Draught - Schooner,4,$55.32,$5.04,$14.21,0%,0%,74%
Regular Uber Margherita,4,$79.00,$7.18,$12.77,0%,0%,84%
Pepperoni.,4,$0.00,$0.00,$0.00,0%,0%,0%
Kirin - Schooner,3.1,$43.40,$3.94,$11.63,0%,0%,73%
Pepsi Max Glass,3,$13.80,$1.26,$0.00,0%,0%,0%
$45 FEAST,3,$135.00,$12.27,$0.00,0%,1%,0%
Jameson Irish Whiskey,3,$36.00,$3.27,$6.79,0%,0%,81%
Regular Pepperoni [Dine-in],3,$63.69,$5.80,$0.00,0%,0%,0%
Add Prawns,3,$8.13,$0.73,$0.00,0%,0%,0%
Four Pillars Bloody Shiraz Gin Tonica,3,$65.07,$5.92,$16.10,0%,0%,75%
Jack Daniels,3,$36.39,$3.30,$6.78,0%,0%,81%
Fancy Pants Parmy - Classic,3,$88.90,$8.10,$24.32,0%,0%,73%
Four Pillars Rare Dry Martini,3,$80.55,$7.32,$11.25,0%,0%,86%
No Salt,3,$0.00,$0.00,$0.00,0%,0%,0%
Lemon Twist,3,$0.00,$0.00,$0.00,0%,0%,0%
Feast Deal Pizzas,3,$135.00,$12.27,$0.00,0%,1%,0%
Coke Zero Can,3,$12.00,$1.08,$5.67,0%,0%,53%
Side Blue Cheese Dip,3,$3.06,$0.27,$0.00,0%,0%,0%
Coke Zero 1.25L,3,$19.00,$1.74,$11.94,0%,0%,37%
Choc  Brownie,3,$0.00,$0.00,$5.84,0%,0%,
Add Mushrooms,3,$4.50,$0.42,$0.00,0%,0%,0%
Hugo Spritz,3,$58.53,$5.32,$4.04,0%,0%,93%
Monkey Shoulder Scotch [House],3,$29.00,$2.64,$0.00,0%,0%,0%
Super House Special.,3,$0.00,$0.00,$0.00,0%,0%,0%
Cheesy Garlic Bread,3,$12.00,$1.10,$5.32,0%,0%,56%
Large Sanchez,3,$54.00,$4.90,$16.47,0%,0%,69%
Amalfi Olives,3,$34.88,$3.18,$0.00,0%,0%,0%
Coconut Margarita,3,$56.06,$5.09,$12.44,0%,0%,78%
BBQ Wings D,3,$32.00,$2.90,$9.42,0%,0%,71%
Chicken Burrito,3,$84.75,$7.71,$20.40,0%,0%,76%
Regular Super House Special,3,$63.00,$5.72,$16.58,0%,0%,74%
Side Chipotle Mayo,3,$3.09,$0.27,$0.00,0%,0%,0%
Large BBQ Chicken Pizza,3,$0.00,$0.00,$12.51,0%,0%,
Regular Sorrento,3,$60.00,$5.46,$12.32,0%,0%,79%
Old Fashioned,3,$66.72,$6.07,$14.36,0%,0%,78%
Ottelia Cab Sav - Regular,3,$51.56,$4.71,$13.82,0%,0%,73%
Large Margherita,3,$6.00,$0.55,$6.89,0%,0%,-15%
Mother's Milk Shiraz - Regular,3,$45.00,$4.08,$9.65,0%,0%,79%
