Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Beef Burrito,3,$58.75,$5.35,$20.31,0%,0%,65%
Brownie,3,$36.80,$3.35,$8.47,0%,0%,77%
Regular New Yorker [Dine-in],3,$74.36,$6.75,$11.36,0%,0%,85%
Fish Burrito,3,$89.55,$8.16,$17.20,0%,1%,81%
Jameson Irish Whiskey,3,$37.17,$3.36,$6.17,0%,0%,83%
No Tomato,3,$0.00,$0.00,$0.00,0%,0%,0%
Eggplant Parmy,3,$87.95,$8.01,$0.00,0%,1%,0%
"Lemon, Lime & Bitters",3,$15.50,$1.41,$0.00,0%,0%,0%
No Lettuce,3,$0.00,$0.00,$0.00,0%,0%,0%
Villa Fresco Sangiovese - Regular,3,$21.46,$1.96,$7.24,0%,0%,66%
Stow Schnitty,3,$82.48,$7.51,$15.98,0%,1%,81%
Bundaberg Ginger Beer,3,$15.48,$1.38,$2.64,0%,0%,83%
Lemonade [mixer],3,$0.00,$0.00,$2.41,0%,0%,
No Pineapple,3,$0.00,$0.00,$0.00,0%,0%,0%
Chicken Shindig Burger,3,$54.59,$4.97,$14.30,0%,0%,74%
Side Blue Cheese Dip,3,$3.09,$0.27,$0.00,0%,0%,0%
Hugo Spritz,3,$65.07,$5.91,$4.09,0%,0%,94%
Add Pineapple,3,$4.50,$0.42,$0.00,0%,0%,0%
Kuku Sauvignon Blanc - Regular,3,$42.00,$3.81,$8.74,0%,0%,79%
Old Fashioned,3,$66.00,$6.00,$14.30,0%,0%,78%
Regular El Patron [Dine-in],3,$79.70,$7.24,$11.38,0%,1%,86%
Extra Taco,3,$21.46,$1.96,$3.28,0%,0%,85%
No Anchovies,2,$0.00,$0.00,$0.00,0%,0%,0%
Delivery Fee - Freshwater / Queenscliff,2,$10.00,$0.90,$0.00,0%,0%,0%
Regular Little Italy,2,$39.80,$3.62,$9.95,0%,0%,75%
Vinada Sparkling Rose,2,$24.00,$2.18,$5.02,0%,0%,79%
Mother's Milk Shiraz - Regular,2,$30.49,$2.76,$6.43,0%,0%,79%
Add Olives,2,$3.05,$0.29,$0.00,0%,0%,0%
No Chilli,2,$0.00,$0.00,$0.00,0%,0%,0%
No Olives,2,$0.00,$0.00,$0.00,0%,0%,0%
Large Little Italy,2,$58.80,$5.35,$18.24,0%,0%,69%
Petits Detours Rosé - Large,2,$50.00,$4.54,$11.59,0%,0%,77%
Vegan Cheese,2,$6.00,$0.54,$0.00,0%,0%,0%
Fill w Ice,2,$0.00,$0.00,$0.00,0%,0%,0%
Hendrick's Gin,2,$28.46,$2.58,$5.37,0%,0%,81%
Easy Sauce,2,$0.00,$0.00,$0.00,0%,0%,0%
Glass of Ice on the Side,2,$0.00,$0.00,$0.00,0%,0%,0%
Add Side Spicy Salsa,2,$2.03,$0.18,$0.00,0%,0%,0%
Large Vegetarian,2,$19.90,$1.81,$8.25,0%,0%,59%
Regular El Patron,2,$39.80,$3.62,$7.58,0%,0%,81%
Large Cosmopolitan,2,$40.35,$3.68,$13.18,0%,0%,67%
Neat,2,$0.00,$0.00,$0.00,0%,0%,0%
Regular Garlic Cheese Pizza,2,$26.80,$2.44,$2.78,0%,0%,90%
Stow's Irish Coffee,2,$30.00,$2.72,$1.83,0%,0%,94%
Negroni,2,$45.44,$4.14,$7.91,0%,0%,83%
A. Rodda Tempranillo - Regular,2,$34.20,$3.12,$11.14,0%,0%,67%
Year Wines 'Zagara' Orange - Regular,2,$33.06,$3.00,$6.84,0%,0%,79%
San Pellegrino 500ml,2,$18.00,$1.64,$4.69,0%,0%,74%
Eggplant Schnitty,2,$53.70,$4.88,$8.53,0%,0%,84%
Version Two Pinot Grigio - Large,2,$38.00,$3.46,$5.89,0%,0%,85%
Lemon Meringue Martini,2,$49.56,$4.50,$7.01,0%,0%,86%
Domaine Gueguen Chablis - Regular,2,$56.00,$5.10,$17.89,0%,0%,68%
Add Side Guac,2,$2.03,$0.18,$0.00,0%,0%,0%
Crankshaft IPA - Schooner,2,$27.00,$2.46,$6.41,0%,0%,76%
No Pickle,2,$0.00,$0.00,$0.00,0%,0%,0%
Status Quo - Schooner,2,$27.00,$2.46,$6.21,0%,0%,77%
Regular New Yorker,2,$37.80,$3.44,$7.57,0%,0%,80%
Regular Roma Special,2,$42.80,$3.89,$8.44,0%,0%,80%
Family Super House Special,2,$66.80,$6.07,$0.00,0%,0%,0%
Roasted Tomato Coulis,2,$6.10,$0.55,$0.00,0%,0%,0%
Regular Cosmopolitan,2,$45.80,$4.16,$9.43,0%,0%,79%
Beef Cheek,2,$81.16,$7.38,$0.00,0%,1%,0%
$60 BANQUET,2,$120.00,$10.90,$0.00,0%,1%,0%
A. Rodda Chardonnay - Regular,2,$56.00,$5.10,$15.08,0%,0%,73%
Lepinja Bread,2,$20.34,$1.85,$0.00,0%,0%,0%
Regular BBQ Chicken Pizza,2,$42.80,$3.89,$6.34,0%,0%,85%
Lemonade Glass,2,$9.00,$0.82,$0.00,0%,0%,0%
Ottelia Cab Sav - Regular,2,$35.11,$3.20,$9.22,0%,0%,74%
Solo 1.25L,2,$0.00,$0.00,$4.06,0%,0%,
No Mayo,2,$0.00,$0.00,$0.00,0%,0%,0%
No Cheese [dairy-free],2,$0.00,$0.00,$0.00,0%,0%,0%
Large Uber Margherita,2,$24.90,$2.26,$9.48,0%,0%,62%
Regular Jimmy Jury [Dine-in],2,$55.77,$5.06,$7.01,0%,0%,87%
Four Pillars Bloody Shiraz Gin Tonica,2,$43.40,$3.95,$10.66,0%,0%,75%
Less Cheese,2,$0.00,$0.00,$0.00,0%,0%,0%
"Large No Chorizo, No Cry",2,$26.90,$2.45,$11.76,0%,0%,56%
Pink Lemonade Glass,2,$9.00,$0.82,$0.27,0%,0%,97%
Fever-Tree Light Tonic [mixer],2,$2.03,$0.18,$0.00,0%,0%,0%
Coke Zero 1.25L,2,$13.80,$1.26,$6.18,0%,0%,55%
Fries D,2,$24.90,$2.26,$0.00,0%,0%,0%
Dormilona Chenin Blanc - Regular,2,$42.71,$3.88,$8.14,0%,0%,81%
Add Bacon,2,$8.00,$0.72,$0.00,0%,0%,0%
Fortaleza Reposado,2,$53.70,$4.88,$14.57,0%,0%,73%
Swap Gravy for Aioli,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Paddock,1,$19.90,$1.81,$3.24,0%,0%,84%
Add Sliced Tomatoes,1,$1.50,$0.14,$0.00,0%,0%,0%
Gluten-free Tandoori Chicken,1,$22.90,$2.08,$6.94,0%,0%,70%
Gluten-free [Corn Tortillas],1,$0.00,$0.00,$0.00,0%,0%,0%
Large Tandoori Chicken,1,$29.90,$2.72,$3.49,0%,0%,88%
Onion Rings D,1,$12.90,$1.17,$0.00,0%,0%,0%
Open Food,1,$40.00,$3.64,$0.00,0%,0%,0%
Version Two Sparkling - Regular,1,$12.00,$1.09,$1.77,0%,0%,85%
Large Bubba Gump,1,$31.90,$2.90,$5.81,0%,0%,82%
Gluten-free Hail Africa [Dine-in],1,$32.00,$2.91,$9.01,0%,0%,72%
Virgin Margy,1,$13.00,$1.18,$0.00,0%,0%,0%
Extra Mozzarella,1,$2.50,$0.23,$0.00,0%,0%,0%
Extra Gravy,1,$2.00,$0.18,$0.34,0%,0%,83%
Olive,1,$0.00,$0.00,$0.00,0%,0%,0%
Send Kids Food ASAP,1,$0.00,$0.00,$0.00,0%,0%,0%
Extra Cheese,1,$2.00,$0.18,$0.00,0%,0%,0%
Ottelia Chardonnay - Large,1,$25.00,$2.27,$5.76,0%,0%,77%
Gluten-free Cosmopolitan,1,$23.90,$2.17,$9.15,0%,0%,62%
Make It A Burrito Bowl [gluten-free],1,$0.00,$0.00,$0.00,0%,0%,0%
Swap Fries for Sweet Potato Fries,1,$2.00,$0.18,$0.00,0%,0%,0%
No Garlic,1,$0.00,$0.00,$0.00,0%,0%,0%
Buffalo Wings D,1,$17.90,$1.63,$3.90,0%,0%,78%
Dirty,1,$0.00,$0.00,$0.00,0%,0%,0%
Geppetto Pinot Noir - Bottle,1,$60.00,$5.45,$17.56,0%,0%,71%
Dormilona Chenin Blanc - Bottle,1,$83.66,$7.60,$20.35,0%,1%,76%
Regular Truffalo Soldier [Dine-in],1,$26.85,$2.44,$3.27,0%,0%,88%
Family Meatlovers,1,$29.90,$2.72,$0.00,0%,0%,0%
Hendricks Gin Tonica,1,$21.69,$1.97,$5.14,0%,0%,76%
Kids Nuggets & Chips,1,$13.00,$1.18,$2.22,0%,0%,83%
Add Corn,1,$1.50,$0.14,$0.00,0%,0%,0%
Large El Patron,1,$13.45,$1.22,$6.11,0%,0%,55%
Grifter Pale - Schooner,1,$11.50,$1.05,$2.48,0%,0%,78%
Add Jalapenos,1,$1.50,$0.14,$0.00,0%,0%,0%
Extra Corn Chips,1,$1.03,$0.09,$0.00,0%,0%,0%
Rocket Man D,1,$15.90,$1.45,$0.00,0%,0%,0%
Family New Yorker,1,$28.90,$2.63,$0.00,0%,0%,0%
Sigurd GSM Red Blend - Regular,1,$20.67,$1.88,$4.62,0%,0%,78%
WINGS DEAL,1,$30.00,$2.73,$0.00,0%,0%,0%
Large New Yorker,1,$0.00,$0.00,$5.29,0%,0%,
Whispering Angel Rosé - Regular,1,$28.00,$2.55,$6.74,0%,0%,76%
Year Wines Fiano - Regular,1,$18.59,$1.69,$3.31,0%,0%,82%
Make it Vegan [patty + cheese + bun],1,$5.16,$0.46,$0.00,0%,0%,0%
Large Hail Africa,1,$31.90,$2.90,$6.38,0%,0%,80%
Philter Pale - Schooner,1,$10.84,$0.98,$0.00,0%,0%,0%
Cheesy Garlic Bread,1,$9.90,$0.90,$1.77,0%,0%,82%
2 Glasses,1,$0.00,$0.00,$0.00,0%,0%,0%
No Mushroom,1,$0.00,$0.00,$0.00,0%,0%,0%
Gluten-free Vegetarian,1,$20.90,$1.90,$7.39,0%,0%,65%
A. Rodda Chardonnay - Large,1,$39.60,$3.60,$12.57,0%,0%,68%
Poor Tom's Strawberry Gin Tonica,1,$21.00,$1.91,$4.45,0%,0%,79%
Large Half/Half,1,$21.90,$1.99,$0.00,0%,0%,0%
Sour Cream,1,$0.00,$0.00,$0.00,0%,0%,0%
Family Tandoori Chicken,1,$29.90,$2.72,$0.00,0%,0%,0%
Gluten-free Uber Margherita,1,$22.90,$2.08,$7.83,0%,0%,66%
Soda [mixer],1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Truffalo Soldier,1,$19.90,$1.81,$3.27,0%,0%,84%
Chicken,1,$0.00,$0.00,$0.00,0%,0%,0%
Make it Dairy-free [vg bun & no cheese],1,$0.00,$0.00,$0.00,0%,0%,0%
Kids Margherita Pizza,1,$13.43,$1.22,$0.00,0%,0%,0%
Add Pumpkin,1,$1.50,$0.14,$0.00,0%,0%,0%
Beef Cheek D,1,$34.90,$3.17,$0.00,0%,0%,0%
Extra Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
No Sliced Tomato,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Sorrento,1,$0.00,$0.00,$4.28,0%,0%,
Mie Goreng,1,$0.00,$0.00,$0.00,0%,0%,0%
Ottelia Cab Sav - Bottle,1,$70.00,$6.36,$23.04,0%,0%,67%
Gluten-free Margherita,1,$18.90,$1.72,$6.28,0%,0%,67%
Gluten-free Pepperoni,1,$19.90,$1.81,$7.91,0%,0%,60%
Crankshaft IPA - Pint,1,$17.50,$1.59,$4.30,0%,0%,75%
One Ice Cube,1,$0.00,$0.00,$0.00,0%,0%,0%
Version Two Sparkling - Bottle,1,$49.00,$4.45,$8.83,0%,0%,82%
Gluten-free BBQ Chicken Pizza,1,$22.90,$2.08,$7.61,0%,0%,67%
Send Kids Food With Mains,1,$0.00,$0.00,$0.00,0%,0%,0%
Belvedere Vodka,1,$14.00,$1.27,$2.65,0%,0%,81%
Remove Cheese [make it dairy-free],1,$0.00,$0.00,$0.00,0%,0%,0%
Family Vegetarian,1,$28.90,$2.63,$0.00,0%,0%,0%
Make it Vegan [use vegan cheese],1,$0.00,$0.00,$0.00,0%,0%,0%
Side Chipotle Mayo,1,$1.00,$0.09,$0.00,0%,0%,0%
Two Tonne Riesling - Bottle,1,$77.00,$7.00,$17.58,0%,1%,77%
Jalapeños Inside Burrito,1,$0.00,$0.00,$0.00,0%,0%,0%
Grifter Big Sur IPA Tin,1,$14.00,$1.27,$4.00,0%,0%,71%
Large Jimmy Jury,1,$31.90,$2.90,$6.47,0%,0%,80%
Gin Martini,1,$22.00,$2.00,$4.12,0%,0%,81%
Never Never Oyster Shell Gin,1,$15.00,$1.36,$2.78,0%,0%,81%
Rooster Rojo Blanco Tequila [House],1,$11.00,$1.00,$2.21,0%,0%,80%
Cauliflower Tacos,1,$20.66,$1.88,$0.00,0%,0%,0%
Grey Goose,1,$14.46,$1.31,$2.57,0%,0%,82%
Whisky Sour,1,$21.00,$1.91,$4.56,0%,0%,78%
Guinness Draught - Schooner,1,$13.50,$1.23,$3.54,0%,0%,74%
Large Sanchez,1,$31.90,$2.90,$5.00,0%,0%,84%
Online Discount,1,-$7.45,$0.00,$0.00,0%,-0%,0%
GF Flatbread,1,$4.13,$0.37,$0.00,0%,0%,0%
No Ham,1,$0.00,$0.00,$0.00,0%,0%,0%
Mojito,1,$21.00,$1.91,$1.87,0%,0%,91%
Coke Can,1,$3.90,$0.35,$1.89,0%,0%,52%
Under the Bridge Pizza,1,$26.85,$2.44,$4.34,0%,0%,84%
Asahi 3.5%,1,$10.85,$0.99,$2.55,0%,0%,77%
Fried Egg,1,$0.00,$0.00,$0.00,0%,0%,0%
Caramelised Onion Jam,1,$3.10,$0.28,$0.00,0%,0%,0%
Add Onion Rings,1,$4.00,$0.36,$0.00,0%,0%,0%
Delivery Fee - Curl Curl / Manly / Dee Why,1,$6.50,$0.57,$0.00,0%,0%,0%
Add Oregano,1,$0.50,$0.05,$0.00,0%,0%,0%
"Regular No Chorizo, No Cry [Dine-in]",1,$26.85,$2.44,$2.67,0%,0%,90%
Trade Winds,1,$14.46,$1.31,$0.00,0%,0%,0%
Coke 1.25L,1,$6.90,$0.63,$3.69,0%,0%,47%
Geppetto Pinot Noir - Large Glass,1,$24.00,$2.18,$5.85,0%,0%,76%
Side Spicy Salsa,1,$0.00,$0.00,$0.00,0%,0%,0%
Two Tonne Riesling D,1,$48.00,$4.36,$17.58,0%,0%,63%
Regular Uber Margherita [Dine-in],1,$23.78,$2.16,$3.39,0%,0%,86%
Unico Zelo Terra Cotta - Regular,1,$19.62,$1.78,$3.58,0%,0%,82%
"Regular No Chorizo, No Cry",1,$19.90,$1.81,$2.67,0%,0%,87%
Regular Uber Margherita,1,$18.90,$1.72,$3.39,0%,0%,82%
Margarita PartyJar (6),1,$50.00,$4.55,$25.03,0%,0%,50%
No Burger Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
No Buffalo Aioli,1,$0.00,$0.00,$0.00,0%,0%,0%
Pisco Sour,1,$21.00,$1.91,$6.76,0%,0%,68%
Large Roma Special,1,$29.90,$2.72,$5.89,0%,0%,80%
Add Calabrese,1,$4.00,$0.36,$0.00,0%,0%,0%
Sunkissed Spritz,1,$16.53,$1.50,$4.57,0%,0%,72%
Regular Margherita [Dine-in],1,$21.00,$1.91,$1.40,0%,0%,93%
Cauliflower Burrito,1,$0.00,$0.00,$5.14,0%,0%,
Add Cherry Tomatoes,1,$1.50,$0.14,$0.00,0%,0%,0%
No Cheese (Make It Dairy-Free),1,$0.00,$0.00,$0.00,0%,0%,0%
Monteith's Apple Cider Bottle,1,$10.84,$0.98,$3.11,0%,0%,71%
Swap for Sweet Potato Fries,1,$2.00,$0.18,$0.00,0%,0%,0%
,"1,169.4","$15,380.86","$1,397.49","$2,980.18",100%,100%,81%
