Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
$2 Buffalo Wing,58,$115.25,$10.42,$28.29,4%,1%,75%
Roast Turkey,55,"$1,633.91",$148.66,$0.00,4%,8%,0%
Classic Margarita,47,$849.87,$77.27,$191.47,3%,4%,77%
Mulled Wine,42,$626.90,$56.85,$85.58,3%,3%,86%
Fresh is Best Summer Lager - Schooner,32,$265.40,$24.04,$50.81,2%,1%,81%
Philter XPA - Schooner,28,$232.16,$21.22,$62.62,2%,1%,73%
Grifter Pale - Schooner,22,$223.18,$20.39,$54.61,1%,1%,76%
$2 BBQ Wing,21,$42.21,$3.83,$8.24,1%,0%,80%
Guinness Draught - Pint,21,$369.21,$33.54,$98.87,1%,2%,73%
Fresh is Best Lager - Pint,20,$238.65,$21.77,$49.02,1%,1%,79%
Aperol Spritz,19,$295.68,$26.83,$67.50,1%,1%,77%
Jalapeño Marg,19,$411.83,$37.41,$15.39,1%,2%,96%
Grifter Pale - Pint,18,$226.06,$20.55,$59.93,1%,1%,73%
Side Aioli,18,$9.27,$1.05,$0.00,1%,0%,0%
Online Surcharge,18,$23.66,$0.00,$0.00,1%,0%,0%
American Standard Burger,17,$389.29,$35.43,$99.35,1%,2%,74%
Fresh is Best Lager - Schooner,15,$117.16,$10.55,$27.42,1%,1%,77%
Bombay Dry [House],15,$165.00,$15.00,$31.78,1%,1%,81%
Geppetto Pinot Noir - Regular,15,$228.44,$20.71,$52.68,1%,1%,77%
The Full Monty [Roast + Dessert + Wine + Tawny],14,"$1,001.06",$90.93,$0.00,1%,5%,0%
Espresso Martini,13,$216.74,$19.71,$42.06,1%,1%,81%
Version Two Pinot Grigio - Regular,13,$136.54,$12.39,$22.97,1%,1%,83%
Mother's Milk Shiraz - Regular,13,$195.98,$17.76,$41.81,1%,1%,79%
Villa Fresco Sangiovese - Regular,12.7,$126.88,$11.53,$30.63,1%,1%,76%
Ottelia Chardonnay - Regular,12,$189.30,$17.14,$41.51,1%,1%,78%
Extra Gravy,12,$22.21,$2.01,$4.04,1%,0%,82%
Side Tomato Sauce,12,$0.00,$0.00,$0.00,1%,0%,0%
Version Two Sparkling - Regular,12,$104.63,$9.53,$21.20,1%,0%,80%
Sweet Potato Fries,11,$133.84,$12.16,$27.81,1%,1%,79%
Garlic Bread,11,$39.50,$3.57,$15.62,1%,0%,60%
Side Blue Cheese Dip,11,$11.24,$0.99,$0.00,1%,0%,0%
Philter XPA - Pint,11,$147.00,$13.35,$33.00,1%,1%,78%
Brownie D,11,$13.00,$1.18,$21.42,1%,0%,-65%
Regular Margherita,10,$158.00,$14.38,$12.30,1%,1%,92%
Sensei Calamari,10,$197.54,$17.92,$23.05,1%,1%,88%
Arancini Balls [5pc],10,$225.45,$20.49,$0.00,1%,1%,0%
Cauliflower Cheese,10,$65.64,$5.97,$0.68,1%,0%,99%
Pepsi Max Glass,10,$41.10,$3.75,$0.00,1%,0%,0%
Extra Yorkshire Pudding,10,$20.42,$1.86,$0.00,1%,0%,0%
Beetle Juice,9,$178.47,$16.22,$33.03,1%,1%,81%
Petits Detours Rosé - Regular,9,$145.05,$13.16,$31.30,1%,1%,78%
Stone & Wood - Pint,9,$153.00,$13.95,$39.20,1%,1%,74%
Coconut Margarita,9,$197.85,$17.97,$37.33,1%,1%,81%
Status Quo - Pint,9,$159.23,$14.47,$37.47,1%,1%,76%
Cri De Couer Pinot Noir - Regular,9,$60.00,$5.46,$111.87,1%,0%,-86%
