Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Guinness Draught - Pint,43,$586.32,$53.22,$204.21,3%,3%,65%
Classic Margarita,42,$826.50,$75.20,$164.29,3%,5%,80%
Mulled Wine,37,$560.90,$50.82,$74.98,3%,3%,87%
$2 BBQ Wing,34,$67.44,$6.03,$13.33,3%,0%,80%
$2 Buffalo Wing,33,$67.05,$6.06,$16.10,3%,0%,76%
Fresh is Best Lager - Pint,30,$369.67,$33.73,$73.39,2%,2%,80%
Stone & Wood - Schooner,29,$379.14,$34.43,$94.54,2%,2%,75%
Fresh is Best Lager - Schooner,26,$182.63,$16.55,$47.42,2%,1%,74%
Stone & Wood - Pint,25,$420.74,$38.33,$109.31,2%,2%,74%
Garlic Bread,21,$38.80,$3.51,$29.82,2%,0%,23%
Online Surcharge,16,$16.97,$0.00,$0.00,1%,0%,0%
Espresso Martini,16,$312.64,$28.46,$51.71,1%,2%,83%
Version Two Pinot Grigio - Regular,13.4,$122.98,$11.19,$23.67,1%,1%,81%
Baileys Irish Cream,13,$133.80,$12.16,$16.51,1%,1%,88%
White Light Pure Vodka [House],13,$132.16,$12.02,$19.75,1%,1%,85%
Rosemary Salted Fries,12,$156.50,$14.21,$22.26,1%,1%,86%
Arancini Balls [5pc],12,$262.19,$23.83,$0.00,1%,1%,0%
Jalapeño Marg,11,$243.55,$22.12,$9.14,1%,1%,96%
Lychee Martini,11,$197.21,$17.94,$37.43,1%,1%,81%
Grifter Pale - Pint,11,$124.58,$11.35,$36.62,1%,1%,71%
Side Aioli,11,$5.56,$0.61,$0.00,1%,0%,0%
Philter XPA - Pint,11,$160.56,$14.55,$33.00,1%,1%,79%
Sweet Potato Fries,11,$143.46,$13.01,$27.81,1%,1%,81%
Beetle Juice,11,$233.40,$21.21,$40.23,1%,1%,83%
Fish Tacos,10,$203.95,$18.55,$21.85,1%,1%,89%
Coke Zero Can,10,$31.40,$2.85,$18.90,1%,0%,40%
Sensei Calamari,10,$193.80,$17.61,$23.05,1%,1%,88%
Fancy Pants Parmy - Classic,10,$298.55,$27.19,$84.48,1%,2%,72%
American Standard Burger,10,$212.93,$19.40,$58.44,1%,1%,73%
Status Quo - Schooner,10,$134.53,$12.26,$31.04,1%,1%,77%
BBQ Wings,10,$168.49,$15.33,$31.37,1%,1%,81%
Aperol Spritz,10,$183.44,$16.67,$35.53,1%,1%,81%
Coconut Margarita,9,$213.08,$19.37,$35.79,1%,1%,83%
Lime,9,$0.00,$0.00,$0.00,1%,0%,0%
Online Discount,9,-$101.30,$0.00,$0.00,1%,-1%,0%
Grifter Pale - Schooner,9,$99.76,$9.10,$22.34,1%,1%,78%
