Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Fresh is Best Lager - Schooner,12,$103.27,$9.37,$21.89,4%,2%,79%
Stow Schnitty,10,$213.45,$19.43,$53.26,3%,5%,75%
Guinness Draught - Pint,9,$130.55,$11.86,$42.74,3%,3%,67%
Garlic Bread,8,$32.60,$2.96,$11.36,3%,1%,65%
Stone & Wood - Pint,8,$136.00,$12.40,$35.04,3%,3%,74%
Aperol Spritz,7,$111.12,$10.09,$24.87,2%,3%,78%
Fresh is Best Lager - Pint,7,$71.32,$6.49,$17.12,2%,2%,76%
Online Surcharge,6,$13.76,$0.00,$0.00,2%,0%,0%
Grifter Pale - Schooner,6,$68.63,$6.27,$14.89,2%,2%,78%
Fancy Pants Parmy - Classic,5,$123.95,$11.25,$42.24,2%,3%,66%
Kuku Sauvignon Blanc - Regular,5,$69.55,$6.31,$14.57,2%,2%,79%
Classic Margarita,5,$76.00,$6.90,$19.56,2%,2%,74%
Trentham Estate Rosé - Regular,4,$38.00,$3.45,$8.44,1%,1%,78%
Regular Little Italy,4,$103.60,$9.41,$19.90,1%,2%,81%
Stone & Wood - Schooner,4,$52.00,$4.71,$13.06,1%,1%,75%
Large Super House Special,4,$117.60,$10.70,$30.89,1%,3%,74%
Jalapeño Marg,4,$92.00,$8.36,$3.33,1%,2%,96%
Add Pepperoni,3,$9.00,$0.81,$0.00,1%,0%,0%
Regular Margherita,3,$42.96,$3.91,$4.20,1%,1%,90%
Lychee Martini,3,$38.00,$3.45,$10.21,1%,1%,73%
Kirin - Schooner,3,$42.00,$3.80,$11.31,1%,1%,73%
Kuku Sauvignon Blanc - Large,3,$70.55,$6.41,$14.57,1%,2%,79%
"Lemon, Lime & Bitters",3,$14.00,$1.26,$0.00,1%,0%,0%
Add Anchovies,3,$6.00,$0.54,$0.00,1%,0%,0%
Mulled Wine,3,$45.49,$4.12,$6.08,1%,1%,87%
Add Chilli,3,$3.00,$0.27,$0.00,1%,0%,0%
White Light Pure Vodka [House],3,$23.90,$2.18,$4.56,1%,1%,81%
Large New Yorker,3,$62.73,$5.69,$15.87,1%,1%,75%
Philter XPA - Schooner,3,$25.50,$2.33,$6.71,1%,1%,74%
Geppetto Pinot Noir - Regular,3,$45.00,$4.08,$10.54,1%,1%,77%
Swap Fries for Sweet Potato Fries,3,$6.21,$0.57,$0.00,1%,0%,0%
Lemonade Glass,3,$13.50,$1.23,$0.00,1%,0%,0%
Casa Gheller Prosecco - Glass,3,$48.00,$4.35,$10.04,1%,1%,79%
Large Pepperoni,3,$59.79,$5.43,$14.54,1%,1%,76%
Arancini Balls [5pc],3,$66.44,$6.03,$0.00,1%,2%,0%
Lepinja Bread,3,$30.66,$2.79,$0.00,1%,1%,0%
Pepsi Max Glass,3,$13.65,$1.24,$0.00,1%,0%,0%
American Standard Burger,2,$54.68,$4.98,$11.69,1%,1%,79%
Status Quo - Schooner,2,$27.00,$2.46,$6.21,1%,1%,77%
No Cheese (Make It Dairy-Free),2,$0.00,$0.00,$0.00,1%,0%,0%
Fresh is Best Summer Lager - Pint,2,$24.00,$2.18,$4.26,1%,1%,82%
Large Vegetarian,2,$45.80,$4.16,$8.25,1%,1%,82%
