Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Grifter Pale - Pint,15,$203.45,$18.44,$49.94,5%,5%,75%
Bombay Dry [House],6,$63.44,$5.77,$13.11,2%,2%,79%
Garlic Bread,6,$11.90,$1.08,$8.52,2%,0%,28%
Online Surcharge,6,$6.96,$0.00,$0.00,2%,0%,0%
Sweet Potato Fries,6,$79.69,$7.22,$15.17,2%,2%,81%
Stone & Wood - Pint,6,$102.55,$9.35,$26.28,2%,3%,74%
Guinness Draught - Pint,6,$98.00,$8.90,$28.49,2%,3%,71%
Version Two Pinot Grigio - Regular,5,$45.00,$4.10,$8.83,2%,1%,80%
Large Hawaiian,5,$103.60,$9.40,$16.32,2%,3%,84%
Rosemary Salted Fries,5,$60.11,$5.45,$9.28,2%,2%,85%
Regular Sanchez [Dine-in],5,$81.19,$7.41,$14.24,2%,2%,82%
Philter XPA - Schooner,4,$37.78,$3.45,$8.95,1%,1%,76%
Aperol Spritz,4,$62.66,$5.69,$14.21,1%,2%,77%
Fresh is Best Lager - Pint,4,$50.82,$4.64,$9.79,1%,1%,81%
Pepsi Max Glass,4,$18.60,$1.69,$0.00,1%,0%,0%
Version Two Sparkling - Regular,4,$38.00,$3.46,$7.07,1%,1%,81%
Tonic [mixer],4,$0.00,$0.00,$3.21,1%,0%,
Stone & Wood - Schooner,4,$52.42,$4.76,$13.06,1%,1%,75%
Online Discount,4,-$55.80,$0.00,$0.00,1%,-1%,0%
Corona,4,$43.36,$3.92,$10.29,1%,1%,76%
"Lemon, Lime & Bitters",4,$20.33,$1.82,$0.00,1%,1%,0%
A. Rodda Tempranillo - Regular,4,$72.00,$6.56,$22.29,1%,2%,69%
Side Aioli,4,$1.99,$0.21,$0.00,1%,0%,0%
Philter XPA - Pint,3,$33.00,$3.00,$9.00,1%,1%,73%
Cucumber,3,$0.00,$0.00,$0.00,1%,0%,0%
Add Prawns,3,$12.28,$1.10,$0.00,1%,0%,0%
Mother's Milk Shiraz - Regular,3,$40.39,$3.66,$9.65,1%,1%,76%
Status Quo - Schooner,3,$40.94,$3.73,$9.31,1%,1%,77%
Baked Camembert,3,$49.29,$4.47,$0.00,1%,1%,0%
Brownie D,3,$6.00,$0.55,$5.84,1%,0%,3%
Regular El Patron [Dine-in],3,$44.39,$4.03,$11.38,1%,1%,74%
Lime,3,$0.00,$0.00,$0.00,1%,0%,0%
Regular The Paddock [Dine-in],3,$43.20,$3.93,$9.72,1%,1%,77%
Regular Little Italy [Dine-in],3,$54.59,$4.97,$14.93,1%,1%,73%
Casa Gheller Prosecco - Glass,3,$48.00,$4.35,$10.04,1%,1%,79%
Regular Roma Special [Dine-in],3,$55.24,$5.04,$12.66,1%,1%,77%
Katsu Curry,3,$32.40,$2.94,$0.00,1%,1%,0%
Heaps Normal Tin,3,$33.72,$3.07,$8.01,1%,1%,76%
Regular Jimmy Jury [Dine-in],3,$43.79,$3.99,$10.52,1%,1%,76%
Side Tomato Sauce,3,$0.00,$0.00,$0.00,1%,0%,0%
Fever-Tree Light Tonic [mixer],3,$3.09,$0.27,$0.00,1%,0%,0%
Kirin - Pint,3,$55.50,$5.04,$15.17,1%,1%,73%
Kirin - Schooner,3,$42.00,$3.81,$11.31,1%,1%,73%
BBQ Wings,2,$34.38,$3.13,$6.27,1%,1%,82%
Regular Sorrento [Dine-in],2,$36.59,$3.33,$8.56,1%,1%,77%
Regular Hail Africa [Dine-in],2,$37.18,$3.38,$5.99,1%,1%,84%
Regular Hawaiian [Dine-in],2,$37.18,$3.38,$2.49,1%,1%,93%
Regular New Yorker [Dine-in],2,$36.00,$3.28,$7.57,1%,1%,79%
On The Rocks,2,$0.00,$0.00,$0.00,1%,0%,0%
Dormilona Chenin Blanc - Regular,2,$33.60,$3.06,$8.14,1%,1%,76%
$45 FEAST,2,$90.00,$8.18,$0.00,1%,2%,0%
Grifter Pale - Schooner,2,$23.00,$2.10,$4.96,1%,1%,78%
Regular Margherita,2,$26.43,$2.40,$2.80,1%,1%,89%
Hendrick's Gin,2,$28.46,$2.58,$5.37,1%,1%,81%
Side BBQ Sauce,2,$0.00,$0.00,$0.00,1%,0%,0%
WINGS DEAL,2,$60.00,$5.46,$0.00,1%,2%,0%
Classic Margarita,2,$40.66,$3.70,$7.82,1%,1%,81%
Regular Meatlovers [Dine-in],2,$37.21,$3.40,$9.26,1%,1%,75%
Trutta Streamside Shiraz [Chilled] - Regular,2,$23.76,$2.16,$7.94,1%,1%,67%
