Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Fresh is Best Lager - Schooner,13,$111.00,$10.08,$23.71,4%,2%,79%
Version Two Pinot Grigio - Regular,12.4,$106.80,$9.74,$21.91,4%,2%,79%
Philter XPA - Schooner,10,$97.03,$8.83,$22.37,3%,2%,77%
Villa Fresco Sangiovese - Regular,9,$104.79,$9.52,$21.71,3%,2%,79%
Fancy Pants Parmy - Classic,9,$218.35,$19.83,$76.03,3%,5%,65%
Garlic Bread,9,$18.80,$1.71,$12.78,3%,0%,32%
Fresh is Best Lager - Pint,7,$88.32,$8.06,$17.12,2%,2%,81%
Negroni,7,$116.35,$10.56,$27.43,2%,2%,76%
Side Tomato Sauce,7,$0.00,$0.00,$0.00,2%,0%,0%
Classic Margarita,7,$136.54,$12.45,$27.23,2%,3%,80%
American Standard Burger,6,$155.10,$14.13,$35.06,2%,3%,77%
No Onion,5,$0.00,$0.00,$0.00,1%,0%,0%
"Lemon, Lime & Bitters",5,$25.65,$2.30,$0.00,1%,1%,0%
Rosemary Salted Fries,5,$65.76,$5.96,$9.28,1%,1%,86%
Stow Schnitty,5,$105.69,$9.61,$26.63,1%,2%,75%
Guinness Draught - Pint,5,$87.50,$7.95,$23.75,1%,2%,73%
Regular Little Italy [Dine-in],4,$105.70,$9.60,$19.90,1%,2%,81%
Large Hawaiian,4,$45.80,$4.16,$13.10,1%,1%,71%
Large Margherita,4,$43.80,$3.98,$10.31,1%,1%,76%
Kirin - Schooner,4,$56.00,$5.08,$15.05,1%,1%,73%
Large Super House Special,4,$122.60,$11.15,$30.93,1%,3%,75%
Online Surcharge,4,$4.03,$0.00,$0.00,1%,0%,0%
Stone & Wood - Schooner,4,$52.00,$4.72,$13.04,1%,1%,75%
Buffalo Wings,4,$71.71,$6.51,$15.61,1%,2%,78%
Pepsi Max Glass,4,$18.60,$1.69,$0.00,1%,0%,0%
Guinness Draught - Schooner,4,$54.44,$4.96,$14.16,1%,1%,74%
Regular Pepperoni,4,$78.80,$7.16,$9.20,1%,2%,88%
Geppetto Pinot Noir - Regular,3,$45.00,$4.08,$10.54,1%,1%,77%
Chicken Parmy D,3,$92.70,$8.43,$0.00,1%,2%,0%
Grifter Pale - Pint,3,$45.49,$4.12,$9.99,1%,1%,78%
Pepsi Glass,3,$13.95,$1.29,$0.00,1%,0%,0%
Beef Cheek,3,$121.01,$11.02,$0.00,1%,3%,0%
Stone & Wood - Pint,3,$51.55,$4.70,$13.12,1%,1%,75%
Petits Detours Rosé - Regular,3,$49.05,$4.45,$10.40,1%,1%,79%
Trentham Estate Rosé - Regular,3,$36.00,$3.27,$6.33,1%,1%,82%
Espresso Martini,3,$55.31,$5.03,$9.70,1%,1%,82%
